title,rating,numOfRatings,FirstMovieRecommendation,SecondMovieRecommendation,ThirdMovieRecommendation,FourthMovieRecommendation
that old feeling (1997),3.3636363636363638,11,"Fish Called Wanda, A (1988)",Multiplicity (1996),Alien: Resurrection (1997),Top Gun (1986)
that thing you do! (1996),3.465909090909091,176,Sleepless in Seattle (1993),Batman (1989),Waterworld (1995),Miracle on 34th Street (1994)
the courtyard (1995),1.0,1,-,-,-,-
the deadly cure (1996),3.0,2,"English Patient, The (1996)",Mighty Aphrodite (1995),Air Force One (1997),Contact (1997)
the innocent (1994),3.0,4,"Magnificent Seven, The (1954)",Patton (1970),Outbreak (1995),Nikita (La Femme Nikita) (1990)
theodore rex (1995),1.4,5,Being There (1979),In & Out (1997),Evita (1996),Star Trek: First Contact (1996)
they made me a criminal (1939),5.0,1,-,-,-,-
"thieves (voleurs, les) (1996)",3.7142857142857144,7,Lost Highway (1997),Star Trek: The Wrath of Khan (1982),L.A. Confidential (1997),Die Hard: With a Vengeance (1995)
"thin blue line, the (1988)",3.7714285714285714,35,"Crying Game, The (1992)","Hunchback of Notre Dame, The (1996)",Fly Away Home (1996),Secrets & Lies (1996)
"thin line between love and hate, a (1996)",2.4166666666666665,12,"Shining, The (1980)",Dances with Wolves (1990),"Full Monty, The (1997)",Hoop Dreams (1994)
"thin man, the (1934)",4.15,60,Welcome to the Dollhouse (1995),On Golden Pond (1981),"Ice Storm, The (1997)",William Shakespeare's Romeo and Juliet (1996)
things to do in denver when you're dead (1995),3.1549295774647885,71,Cinema Paradiso (1988),"Ice Storm, The (1997)","Philadelphia Story, The (1940)",Ulee's Gold (1997)
thinner (1996),2.4489795918367347,49,Outbreak (1995),Miracle on 34th Street (1994),"Deer Hunter, The (1978)","Hudsucker Proxy, The (1994)"
"third man, the (1949)",4.333333333333333,72,Ben-Hur (1959),Ulee's Gold (1997),Bram Stoker's Dracula (1992),"Manchurian Candidate, The (1962)"
thirty-two short films about glenn gould (1993),3.9444444444444446,18,Absolute Power (1997),"Saint, The (1997)",Stargate (1994),"Frighteners, The (1996)"
this is spinal tap (1984),3.905759162303665,191,"Edge, The (1997)",Chinatown (1974),Carrie (1976),My Best Friend's Wedding (1997)
"thousand acres, a (1997)",3.4054054054054053,37,Kingpin (1996),"Wrong Trousers, The (1993)",Fantasia (1940),Singin' in the Rain (1952)
"three caballeros, the (1945)",3.272727272727273,22,Bound (1996),Rosewood (1997),Mimic (1997),Grumpier Old Men (1995)
three colors: blue (1993),4.015625,64,One Fine Day (1996),Crash (1996),Henry V (1989),"Frighteners, The (1996)"
three colors: red (1994),4.0602409638554215,83,What's Eating Gilbert Grape (1993),Conan the Barbarian (1981),"Hunchback of Notre Dame, The (1996)",Die Hard 2 (1990)
three colors: white (1994),3.864406779661017,59,Ulee's Gold (1997),Outbreak (1995),Michael (1996),"Ghost and the Darkness, The (1996)"
three lives and only one death (1996),3.0,1,-,-,-,-
"three musketeers, the (1993)",3.303370786516854,89,Scream 2 (1997),Mimic (1997),Murder at 1600 (1997),"Manchurian Candidate, The (1962)"
three wishes (1995),3.2222222222222223,9,"Hudsucker Proxy, The (1994)",Brazil (1985),Star Trek: Generations (1994),Sleepers (1996)
threesome (1994),2.838709677419355,31,Kolya (1996),Being There (1979),Cool Hand Luke (1967),Evita (1996)
tie me up! tie me down! (1990),3.1875,32,Down Periscope (1996),Quiz Show (1994),Fly Away Home (1996),Star Trek: The Motion Picture (1979)
"tie that binds, the (1995)",2.4285714285714284,7,Little Women (1994),"Bridge on the River Kwai, The (1957)",Carrie (1976),That Thing You Do! (1996)
tigrero: a film that was never made (1994),1.0,1,-,-,-,-
time tracers (1995),1.5,2,Scream 2 (1997),Scream (1996),"Peacemaker, The (1997)",Air Force One (1997)
"time to kill, a (1996)",3.685344827586207,232,Young Guns (1988),Outbreak (1995),Gattaca (1997),Phenomenon (1996)
timecop (1994),3.096774193548387,31,Some Like It Hot (1959),Singin' in the Rain (1952),Amistad (1997),Mimic (1997)
tin cup (1996),3.160621761658031,193,Sleepless in Seattle (1993),Young Guns (1988),Waterworld (1995),Mr. Smith Goes to Washington (1939)
"tin drum, the (blechtrommel, die) (1979)",3.7,40,Down Periscope (1996),True Romance (1993),"Wrong Trousers, The (1993)",Cop Land (1997)
tin men (1987),3.0784313725490198,51,Mystery Science Theater 3000: The Movie (1996),Ulee's Gold (1997),"Close Shave, A (1995)","Craft, The (1996)"
titanic (1997),4.2457142857142856,350,"River Wild, The (1994)","Abyss, The (1989)",Bram Stoker's Dracula (1992),True Lies (1994)
to be or not to be (1942),3.611111111111111,18,Phenomenon (1996),Jackie Brown (1997),Cop Land (1997),Sabrina (1995)
to catch a thief (1955),4.02,50,Michael (1996),Basic Instinct (1992),Young Guns (1988),Kiss the Girls (1997)
to cross the rubicon (1991),1.0,1,-,-,-,-
to die for (1995),3.2758620689655173,87,"Sex, Lies, and Videotape (1989)",Harold and Maude (1971),"Remains of the Day, The (1993)",Fargo (1996)
to gillian on her 37th birthday (1996),3.0681818181818183,44,Natural Born Killers (1994),Alien: Resurrection (1997),William Shakespeare's Romeo and Juliet (1996),Henry V (1989)
"to have, or not (1995)",2.0,2,Titanic (1997),Ulee's Gold (1997),"Godfather, The (1972)",L.A. Confidential (1997)
to kill a mockingbird (1962),4.292237442922374,219,Pinocchio (1940),North by Northwest (1959),On Golden Pond (1981),Glory (1989)
to live (huozhe) (1994),3.7857142857142856,14,Mars Attacks! (1996),Jackie Chan's First Strike (1996),George of the Jungle (1997),Phenomenon (1996)
"to wong foo, thanks for everything! julie newmar (1995)",2.8947368421052633,57,Mother (1996),Spawn (1997),Citizen Kane (1941),"Adventures of Priscilla, Queen of the Desert, The (1994)"
tokyo fist (1995),4.0,1,-,-,-,-
tom & viv (1994),3.3333333333333335,9,Strictly Ballroom (1992),Crimson Tide (1995),Dumbo (1941),"Ghost and the Darkness, The (1996)"
tom and huck (1995),3.1666666666666665,12,Bonnie and Clyde (1967),Spawn (1997),Mystery Science Theater 3000: The Movie (1996),Harold and Maude (1971)
tombstone (1993),3.6666666666666665,108,Cinema Paradiso (1988),Seven Years in Tibet (1997),"Manchurian Candidate, The (1962)",Kolya (1996)
tommy boy (1995),2.909090909090909,66,Cinema Paradiso (1988),Ulee's Gold (1997),Happy Gilmore (1996),Kolya (1996)
tomorrow never dies (1997),3.4277777777777776,180,Men in Black (1997),"Philadelphia Story, The (1940)","Mask, The (1994)",GoodFellas (1990)
top gun (1986),3.481818181818182,220,Pretty Woman (1990),Michael (1996),Jungle2Jungle (1997),Eraser (1996)
top hat (1935),4.0476190476190474,21,Cop Land (1997),Amistad (1997),"Professional, The (1994)",Cold Comfort Farm (1995)
total eclipse (1995),2.75,4,Under Siege (1992),GoldenEye (1995),"Manchurian Candidate, The (1962)",Unforgiven (1992)
touch (1997),2.7777777777777777,9,Twister (1996),George of the Jungle (1997),Down Periscope (1996),Good Will Hunting (1997)
touch of evil (1958),3.911764705882353,34,Father of the Bride Part II (1995),"Adventures of Priscilla, Queen of the Desert, The (1994)",Amistad (1997),"Hunchback of Notre Dame, The (1996)"
tough and deadly (1995),3.0,2,"Long Kiss Goodnight, The (1996)",Aliens (1986),Die Hard 2 (1990),Under Siege (1992)
touki bouki (journey of the hyena) (1973),1.0,1,-,-,-,-
toy story (1995),3.8783185840707963,452,"Craft, The (1996)",Down Periscope (1996),Miracle on 34th Street (1994),G.I. Jane (1997)
trainspotting (1996),3.884,250,"Devil's Advocate, The (1997)","Crying Game, The (1992)",Pulp Fiction (1994),"Cable Guy, The (1996)"
"transformers: the movie, the (1986)",2.84375,32,Fly Away Home (1996),Rosewood (1997),Seven Years in Tibet (1997),Beautiful Girls (1996)
traveller (1997),3.3076923076923075,13,Platoon (1986),Philadelphia (1993),Waterworld (1995),Natural Born Killers (1994)
"treasure of the sierra madre, the (1948)",4.1,80,Crash (1996),Rosewood (1997),Benny & Joon (1993),My Left Foot (1989)
trees lounge (1996),3.24,50,Kolya (1996),Event Horizon (1997),Starship Troopers (1997),Ben-Hur (1959)
trial and error (1997),2.5217391304347827,23,Harold and Maude (1971),"Crying Game, The (1992)",Patton (1970),Cool Hand Luke (1967)
trial by jury (1994),2.4285714285714284,7,Vertigo (1958),Little Women (1994),Like Water For Chocolate (Como agua para chocolate) (1992),Henry V (1989)
"trigger effect, the (1996)",3.2,35,Singin' in the Rain (1952),Jungle2Jungle (1997),"Deer Hunter, The (1978)",Bonnie and Clyde (1967)
true crime (1995),3.3333333333333335,9,Henry V (1989),Army of Darkness (1993),Star Trek: Generations (1994),Like Water For Chocolate (Como agua para chocolate) (1992)
true lies (1994),3.5625,208,Kiss the Girls (1997),"Firm, The (1993)",One Fine Day (1996),Shine (1996)
true romance (1993),3.6153846153846154,104,Ulee's Gold (1997),Bonnie and Clyde (1967),"Bridge on the River Kwai, The (1957)",Harold and Maude (1971)
"truman show, the (1998)",2.909090909090909,11,Mother (1996),Star Trek: The Wrath of Khan (1982),Return of the Jedi (1983),Star Trek IV: The Voyage Home (1986)
trust (1990),3.789473684210526,19,Dragonheart (1996),Cold Comfort Farm (1995),Stargate (1994),Primal Fear (1996)
"truth about cats & dogs, the (1996)",3.485294117647059,272,"Craft, The (1996)",Butch Cassidy and the Sundance Kid (1969),Bound (1996),"Ice Storm, The (1997)"
"truth or consequences, n.m. (1997)",2.0,3,George of the Jungle (1997),L.A. Confidential (1997),Lost Highway (1997),Mother (1996)
turbo: a power rangers movie (1997),1.8,5,Conan the Barbarian (1981),Aladdin (1992),Dumbo (1941),Scream (1996)
turbulence (1997),2.5652173913043477,23,Butch Cassidy and the Sundance Kid (1969),Secrets & Lies (1996),Annie Hall (1977),In the Name of the Father (1993)
"turning, the (1992)",2.5,2,Return of the Jedi (1983),Starship Troopers (1997),Tomorrow Never Dies (1997),Air Force One (1997)
twelfth night (1996),3.413793103448276,29,"Net, The (1995)",Scream 2 (1997),Batman Forever (1995),Basic Instinct (1992)
twelve monkeys (1995),3.798469387755102,392,Alien: Resurrection (1997),Good Will Hunting (1997),Star Trek: The Wrath of Khan (1982),"Adventures of Priscilla, Queen of the Desert, The (1994)"
twilight (1998),2.5,4,Platoon (1986),Dead Man Walking (1995),"Peacemaker, The (1997)","Piano, The (1993)"
twin town (1997),2.1666666666666665,6,Dead Man Walking (1995),That Thing You Do! (1996),Sleepers (1996),Sabrina (1995)
twisted (1996),3.5,6,Lost Highway (1997),Evita (1996),Volcano (1997),Chasing Amy (1997)
twister (1996),3.2150170648464163,293,Independence Day (ID4) (1996),"Game, The (1997)",Jungle2Jungle (1997),Dante's Peak (1997)
two bits (1995),2.2,5,GoodFellas (1990),Ben-Hur (1959),"Hudsucker Proxy, The (1994)",Sense and Sensibility (1995)
two deaths (1995),2.25,4,GoodFellas (1990),Strictly Ballroom (1992),Fly Away Home (1996),"Devil's Advocate, The (1997)"
two friends (1986),3.0,1,-,-,-,-
two much (1996),2.4285714285714284,7,Jungle2Jungle (1997),Stargate (1994),Mother (1996),"Devil's Advocate, The (1997)"
two if by sea (1996),2.6,25,"Great Escape, The (1963)","Manchurian Candidate, The (1962)","Philadelphia Story, The (1940)",Good Will Hunting (1997)
two or three things i know about her (1966),3.75,4,Independence Day (ID4) (1996),"Lion King, The (1994)",Cool Hand Luke (1967),GoldenEye (1995)
u turn (1997),3.359375,64,Patton (1970),On Golden Pond (1981),What's Eating Gilbert Grape (1993),Arsenic and Old Lace (1944)
u.s. marshalls (1998),3.0,9,Beavis and Butt-head Do America (1996),"Princess Bride, The (1987)","Sound of Music, The (1965)",Amadeus (1984)
ulee's gold (1997),3.760869565217391,184,GoldenEye (1995),"Last of the Mohicans, The (1992)",Being There (1979),Star Trek: The Motion Picture (1979)
"umbrellas of cherbourg, the (parapluies de cherbourg, les) (1964)",3.761904761904762,21,Multiplicity (1996),Dante's Peak (1997),Eraser (1996),Executive Decision (1996)
"unbearable lightness of being, the (1988)",3.4565217391304346,92,Crash (1996),"Sex, Lies, and Videotape (1989)",Annie Hall (1977),"Wrong Trousers, The (1993)"
under siege (1992),3.2903225806451615,124,Mimic (1997),"Manchurian Candidate, The (1962)",Jungle2Jungle (1997),Basic Instinct (1992)
under siege 2: dark territory (1995),2.4583333333333335,48,Amistad (1997),Down Periscope (1996),"Peacemaker, The (1997)",As Good As It Gets (1997)
underground (1995),2.8,5,"Sting, The (1973)","Great Escape, The (1963)","Bridge on the River Kwai, The (1957)","Fish Called Wanda, A (1988)"
"underneath, the (1995)",2.75,4,Hoop Dreams (1994),Much Ado About Nothing (1993),Tombstone (1993),Bram Stoker's Dracula (1992)
underworld (1997),2.5,4,G.I. Jane (1997),Jackie Chan's First Strike (1996),Mystery Science Theater 3000: The Movie (1996),Jaws (1975)
unforgettable (1996),3.323529411764706,34,Down Periscope (1996),Dave (1993),Some Like It Hot (1959),Real Genius (1985)
unforgiven (1992),3.868131868131868,182,Henry V (1989),"Devil's Advocate, The (1997)",Ulee's Gold (1997),"English Patient, The (1996)"
unhook the stars (1996),2.5,10,Kiss the Girls (1997),"Professional, The (1994)",Pink Floyd - The Wall (1982),"Graduate, The (1967)"
unstrung heroes (1995),3.3181818181818183,22,"Ice Storm, The (1997)",Con Air (1997),Kiss the Girls (1997),"Truth About Cats & Dogs, The (1996)"
until the end of the world (bis ans ende der welt) (1991),2.8260869565217392,23,Kiss the Girls (1997),Executive Decision (1996),Michael (1996),Fly Away Home (1996)
unzipped (1995),3.5454545454545454,11,Grosse Pointe Blank (1997),Glory (1989),Seven (Se7en) (1995),Courage Under Fire (1996)
up close and personal (1996),3.1882352941176473,85,Ghost (1990),"Great Escape, The (1963)",Crimson Tide (1995),Star Trek VI: The Undiscovered Country (1991)
up in smoke (1978),3.25531914893617,47,Ulee's Gold (1997),Amistad (1997),Secrets & Lies (1996),My Left Foot (1989)
"usual suspects, the (1995)",4.385767790262173,267,Alien: Resurrection (1997),Cold Comfort Farm (1995),Sling Blade (1996),L.A. Confidential (1997)
vampire in brooklyn (1995),1.8333333333333333,12,Everyone Says I Love You (1996),Chinatown (1974),George of the Jungle (1997),Like Water For Chocolate (Como agua para chocolate) (1992)
"van, the (1996)",2.6666666666666665,6,"Ice Storm, The (1997)",Father of the Bride Part II (1995),"Nutty Professor, The (1996)",Down Periscope (1996)
vanya on 42nd street (1994),3.5925925925925926,27,101 Dalmatians (1996),Ulee's Gold (1997),Stargate (1994),Strictly Ballroom (1992)
vegas vacation (1997),2.4,75,Beavis and Butt-head Do America (1996),Cop Land (1997),Mystery Science Theater 3000: The Movie (1996),Down Periscope (1996)
venice/venice (1992),1.0,2,-,-,-,-
vermin (1998),2.0,2,In & Out (1997),"Princess Bride, The (1987)",Die Hard 2 (1990),Jurassic Park (1993)
vermont is for lovers (1992),1.0,1,-,-,-,-
vertigo (1958),4.251396648044692,179,Rear Window (1954),Some Like It Hot (1959),12 Angry Men (1957),Harold and Maude (1971)
"very brady sequel, a (1996)",2.3978494623655915,93,As Good As It Gets (1997),"Peacemaker, The (1997)","Postino, Il (1994)",Arsenic and Old Lace (1944)
"very natural thing, a (1974)",1.0,1,-,-,-,-
victor/victoria (1982),3.3376623376623376,77,Scream 2 (1997),Kolya (1996),"Lost World: Jurassic Park, The (1997)","Adventures of Priscilla, Queen of the Desert, The (1994)"
"vie est belle, la (life is rosey) (1987)",1.0,1,-,-,-,-
village of the damned (1995),2.6818181818181817,22,"Hudsucker Proxy, The (1994)","Wrong Trousers, The (1993)",Little Women (1994),Kolya (1996)
virtuosity (1995),2.736842105263158,38,Sense and Sensibility (1995),Little Women (1994),Ulee's Gold (1997),Fly Away Home (1996)
"visitors, the (visiteurs, les) (1993)",3.5,2,Contact (1997),Four Weddings and a Funeral (1994),"Full Monty, The (1997)",In & Out (1997)
volcano (1997),2.808219178082192,219,Down Periscope (1996),Jungle2Jungle (1997),Absolute Power (1997),Dante's Peak (1997)
wag the dog (1997),3.510948905109489,137,On Golden Pond (1981),Bound (1996),"Right Stuff, The (1983)","Frighteners, The (1996)"
waiting for guffman (1996),4.127659574468085,47,"Manchurian Candidate, The (1962)",Miracle on 34th Street (1994),Happy Gilmore (1996),William Shakespeare's Romeo and Juliet (1996)
waiting to exhale (1995),2.5,16,Kolya (1996),Amistad (1997),Real Genius (1985),Kingpin (1996)
"walk in the clouds, a (1995)",3.2857142857142856,63,G.I. Jane (1997),What's Eating Gilbert Grape (1993),Waterworld (1995),Ransom (1996)
"walk in the sun, a (1945)",3.0,1,-,-,-,-
walkabout (1971),3.8461538461538463,26,Spawn (1997),Beautiful Girls (1996),Happy Gilmore (1996),Amistad (1997)
"walking dead, the (1995)",2.25,4,"People vs. Larry Flynt, The (1996)",Ben-Hur (1959),James and the Giant Peach (1996),"Boot, Das (1981)"
walking and talking (1996),3.625,8,Amistad (1997),Absolute Power (1997),Benny & Joon (1993),Wag the Dog (1997)
wallace & gromit: the best of aardman animation (1996),4.447761194029851,67,Seven Years in Tibet (1997),"Manchurian Candidate, The (1962)","Close Shave, A (1995)","Wrong Trousers, The (1993)"
"war room, the (1993)",3.3333333333333335,9,Basic Instinct (1992),One Fine Day (1996),"Killing Fields, The (1984)","Deer Hunter, The (1978)"
"war at home, the (1996)",2.0,1,-,-,-,-
"war, the (1994)",3.2666666666666666,15,Cinema Paradiso (1988),"African Queen, The (1951)",Singin' in the Rain (1952),Seven Years in Tibet (1997)
warriors of virtue (1997),3.0,10,"Ghost and the Darkness, The (1996)","Bridge on the River Kwai, The (1957)","Manchurian Candidate, The (1962)",Sleepers (1996)
washington square (1997),3.2941176470588234,34,Con Air (1997),Young Guns (1988),Down Periscope (1996),Beavis and Butt-head Do America (1996)
waterworld (1995),2.803921568627451,102,Evita (1996),Event Horizon (1997),Michael (1996),Like Water For Chocolate (Como agua para chocolate) (1992)
wedding bell blues (1996),3.0,1,-,-,-,-
"wedding gift, the (1994)",4.0,3,Contact (1997),Braveheart (1995),Get Shorty (1995),Mission: Impossible (1996)
"wedding singer, the (1998)",3.486111111111111,72,"Great Escape, The (1963)","Crow, The (1994)",Henry V (1989),Cinderella (1950)
